"personLabel"
"Manuel de la Pezuela y Lobo-Cabrilla"
"Mariano H. Melgar Conde"
"Gustav August Nilspeter Nilsson"
"Miguel Lobo y Malagamba"
"Olegario de los Cuetos"
"Paddy Mac Carthy"
"Aşçı Mehmed Paşa"
"Martin Rasmussen Hjelmen"
"Pedro Agar"
"Pedro Larrondo Jara"
"Pedro Pablo Sanguineto"
"Pedro Sainz de Baranda y Borreiro"
"Pedro de Unamuno"
"Q6079111"
"Sadun Boro"
"Turgay Noyan"
"Roberto Kelly Vásquez"
"Rodolfo Codina"
"Rodrigo de Torres"
"Roque A. Saldías"
"Salvador Gómez Bernard"
"Samuel Toranzo Calderón"
"Santiago Sciurano"
"James A. Smith"
"James H. Bennett"
"James Kelly"
"James M. Scribner"
"Thomas Hayward"
"James Morrison"
"James Paton"
"James Smith"
"Tomás Azueta"
"Tomás Zurueta"
"Vicente Merino Jarpa"
"Wenceslao Vargas"
"Jay Williams"
"Jean François Langlois"
"Álvaro de Mezquita"
"Ángel Laborde"
"Íñigo de Artieta"
"Jeremiah W. Farnham"
"Jesse Whitfield Covington"
"John Bollons"
"John Brown"
"John Colman"
"John Davis"
"John Francis Sheehan"
"John Hallett"
"John Mackay"
"John Russell"
"John Sinclair"
"John Williams"
"John na Seoltadh Ó Máille"
"Jonas Jonsson"
"Joseph Clancy"
"Joseph E. Carter"
"Joseph Killackey"
"Joseph Mitchell"
"José Romero y Fernández de Landa"
"Galeotto Cei"
"Juan José Lerena y Barry"
"Juan de Cartagena"
"Kai Holst"
"Karl Thomas"
"Ken Myer"
"Ken Wriedt"
"Khairulnizam Afendy"
"Kojiro Shiraishi"
"Q6438657"
"Kurt Carlsen"
"Jorge Young Holmes"
"Len Wincott"
"Leonard Roy Harmon"
"Liesl Tesch"
"Clarence Paget"
"Ludovico De Filippi"
"François Beaudouin"
"François de Lopès de Montdevergues"
"François Édouard Raynal"
"Leif Larsen"
"George Henry Ellis"
"Guillaume Delcourt"
"Otokichi"
"Hamza Bey"
"James Teer"
"Jean Alexandre Péridier"
"Jean Bulot"
"Jean Merrien"
"John Illingworth"
"Joseph-Marie Nielly"
"Joseph Brugevin"
"Joseph Krohm"
"José María Zubía"
"Jure Šterk"
"Q3193729"
"Louis de Fabry"
"Marcel Bardiaux"
"Marcílio Dias"
"Miguel de Oquendo"
"Marie Joseph Alphonse Pellion"
"Pierre Garcie-Ferrande"
"Casto Méndez Núñez"
"René-Marie Madec"
"Odd Starheim"
"Robert Victor"
"Roland Morillot"
"Antonio Grabar"
"Thomas Vasse"
"Théodore Bochart du Plessis"
"Timothy McCarthy"
"Tim Willoughby"
"José de Iturriaga"
"Xavier de Lesquen"
"Édouard Corbière"
"Alessandro Cavriani"
"Andrea Stella"
"Benedetto Bresca"
"Caesar of Naples"
"Egidio Bullesi"
"Enzo Mini"
"Ermanno Carlotto"
"Martín de Bertendona"
"Frank Browning"
"Giovanni Battista Monteverde"
"Giuseppe Aonzo"
"Hannibal the Rhodian"
"Harry Dickason"
"Howard Blackburn"
"Huberht Taylor Hudson"
"John Hamilton"
"Juan de Angustina Carasa"
"Francisco Vidal Gormaz"
"Ned Young"
"Pasquale Simone Neri"
"Pedro Messía de la Cerda, 2nd Marquis of Vega de Armijo"
"Piero Calamai"
"Pietro Cesare Alberti"
"Raffaello Motto"
"Salvatore Castiglia"
"Silvestro Palmerini"
"Spartaco Schergat"
"Thomas McLeod"
"Vincenzo Cozzani"
"Walter How"
"Walter Tabacchi"
"Boris Akazenok"
"Vasiliĭ Nikolaevich Berkh"
"Q4095445"
"Viktor Velikiy"
"Q4137699"
"Q4146031"
"Mahmood Hussein Mattan"
"Francisco Cortés Ojea"
"Q4204417"
"Gastão Fausto da Câmara Coutinho"
"Ivan Koshelev"
"Q4247546"
"Viktor Leonov"
"Arne Vidar Røed"
"Afanasi Matushenko"
"Lord Augustus FitzRoy"
"Q4302971"
"Q4325503"
"Q4445139"
"Q4463170"
"Q4479491"
"Q4515358"
"Fedir Shchus"
"Ivan Yuvachev"
"Kay Cottee"
"Alex M. Diachenko"
"Alfred Wolf"
"Ali ibn al-Hassan Shirazi"
"Jacob van Steenbach"
"Carl Dau"
"Christopher Gadsden"
"Christopher Newport"
"Clint Walker"
"Albert Kenessey"
"Ernst Ohlmer"
"David Hackworth"
"Domingo Matheu"
"Gregorio José Ramírez y Castro"
"Vice Bune"
"Mamilian of Palermo"
"Reinhold Kasten"
"Teddy Sheean"
"Jan Rijp"
"Sailor Jerry"
"William Smith"
"Robert Heriot Barclay"
"Juan Domingo de Monteverde"
"Lionel Davidson"
"Ivan Golubets"
"Nathaniel Bowditch"
"Joseph Bates"
"Peter Heywood"
"Jacques-Pierre de Taffanel de La Jonquière, Marquis de La Jonquière"
"Vasili Arkhipov"
"William Lincoln Bakewell"
"Robert Norman"
"Francisco de Hoces"
"Frants Landt"
"Georg Christoph Levison"
"Gerhard Kratzat"
"Robert Jenkins"
"Gregorio Fuentes"
"Götz Rudolf Richter"
"Simone Schiaffino"
"Harry Adams"
"Helmut Sieger"
"Hermann Diamanski"
"Karl Ferdinand Batsch"
"Johannes Zoschke"
"Albert Pagels"
"Marie Priess"
"Thomas Nickerson"
"William McCoy"
"Joseph Hazelwood"
"José Andía Varela"
"Luís do Souto"
"Lars Abrahamsen"
"Ole Brude"
"Peter Hartmann"
"Hidde Dirks Kat"
"Richard Brothers"
"Abraham Losgert"
"William Fly"
"Stephan Jantzen"
"João Serrão"
"Isaac Hull"
"Thomas Pellow"
"Benjamin Briggs"
"Felisberto Caldeira Brant, Marquis of Barbacena"
"Elise Eskilsdotter"
"Q2538792"
"George Lambert"
"Adriaan Brunsveldt"
"Cayetano Valdés y Flórez"
"Wilhelm Tegtmeier"
"William Thomas Turner"
"Lopo Soares de Albergaria"
"Christian Jacobsen Drakenberg"
"Adriana la Noy"
"Johannes Berg"
"Francisco Gil de Taboada"
"Claus von Bevern"
"Jacob Fenenga"
"John Clunies-Ross"
"Rahmah al-Jalahimah"
"Abel Aubert Dupetit Thouars"
"Aimé-Charles-Julien Delarue de la Gréardière"
"Ashley Bowen"
"Auguste Denayrouze"
"Ernesto Rodríguez Ventocilla"
"Ramón Cabieses"
"Jacinto Roque de Sena Pereira"
"Bernard Begué"
"Shlomo Arell"
"Allen R. Schindler, Jr."
"Juan José Navarro, 1st Marquis of la Victoria"
"Ike Aronowicz"
"Charles-Marie Philippe de Kerhallet"
"Charlotte de Berry"
"Ciriaco del Llano"
"David Cutler Braddock"
"Matthew Quintal"
"Luis Vicente de Velasco e Isla"
"Henry Mainwaring"
"Edward Conor Marshall O'Brien"
"Fabien Henry"
"Luis de Córdova y Córdova"
"Francis Barber"
"François-André Baudin"
"Lynne Jewell"
"Malik Sulaiman"
"Marie Riou"
"Martin Oliver"
"Martin T. Torgerson"
"Maynard W. Tollberg"
"Merton B. Myers"
"Murray De Laine"
"Nguyễn Văn Kiệt"
"Nicholas Young"
"Norman Edsall"
"Olaf Engelhardt"
"Ossie Stewart"
"Paul Borowski"
"Pedro de Zubiaur"
"Peter Corney"
"Pierre François Péron"
"Pierre Viaud"
"Aleksey Mokrousov"
"Ramón de Bonifaz"
"Richard Hoepfner"
"Robert Blume"
"Robert Guthrie"
"Robert Winthrop Simpson"
"Rosendo Porlier y Asteguieta"
"Sam Benson"
"Samuel Cromwell"
"Samuel Leech"
"Samuel McAllister"
"Sancho Pardo Donlebún"
"Sid Daniels"
"Terry McLaughlin"
"Thaddeus P. Mott"
"Thomas Cavanaugh"
"Thomas Fleming Day"
"Thomas Henry Tizard"
"Thomas Smith"
"Ulrich Mense"
"Walter S. Gorka"
"Wen Yimei"
"White"
"Wilfried Lorenz"
"William Bernard"
"William Denton Cox"
"William E. Holyoke"
"William F. C. Nindemann"
"William J. Yokes"
"William Muspratt"
"William Oliver Reese"
"William Seach"
"Yu Chunyan"
"Alfonso Bórquez Pérez"
"Bernat II de Vilamarí"
"Gabriel Darrieus"
"Diego García de Moguer"
"Elías Aguirre Romero"
"Ignacio Mariátegui y Tellería"
"James Field"
"José Manuel Pareja"
"José Ramón Yepes"
"Juan Bautista Lazaga Garay"
"Juan de Arratia"
"Juan de Dios Aldea"
"Manuel Vierna Belando"
"Ramón Herrera Cruzat"
"Silverio Lanza"
"Victoriano Sánchez Barcáiztegui"
"Adam Piotr Mierosławski"
"Antonio de Alaminos"
"David Ramón"
"Dias dos Santos"
"Eduardo de Martino"
"Q10277601"
"Q10285260"
"José de Bettencourt da Silveira e Ávila Júnior"
"Louis Jules Masselot"
"Otto Patzsch"
"Magnus Larsen"
"José Melitón Rodríguez Pérez"
"Isaac Martin"
"Johannes Knudsen"
"Francisco de Viedma y Narváez"
"José Luis Ugarte"
"Ramón Romay"
"Saturnino Montojo"
"Jerzy Kuliński"
"Józef Szajba"
"Christian Nielsen"
"Ensio Tiira"
"Harry Lehtonen"
"Q11879560"
"Willy Huybrechts"
"Antoni Planas Franch"
"Antoni Roldós i Baleta"
"Giovanni Riario Sforza"
"Sext Digiti"
"Agnar Nielsen"
"Q11958038"
"Carsten Eckmann"
"Dan R. Petersen"
"Q11966572"
"Gotfred Johan Hølvold"
"Johan Peter Bruun"
"Lars A. Tenmark"
"Odd Johan Stalheim"
"Olaf Rynning-Tønnesen"
"Zacharias Zachariasen"
"Mikhail Nikolaevich Kumanov"
"Carlos Etaio"
"Domingo Bernaola"
"Frantzisko Maria Etxezarreta"
"Javier Arana"
"Jose Lorentzo Goikoetxea"
"José Justo Salcedo y Arauco"
"Julio Jose Duler"
"Lezo Urreztieta"
"Martin Ximenez de Bertendona"
"Telmo Aldaz"
"George Georgiev"
"Carl Huisken"
"Hans Pluijgers"
"A. Ole Philipsen"
"Ejler Haubirk"
"Henry Christian Thomsen"
"Henry Jørgen Stærke Hansen"
"Jan Johansen"
"Jes Lyhne Bonde"
"Joachim Æmilius Bang"
"Kasper Paulsen"
"Q12321682"
"Lars Bache"
"Mogens Frohn Nielsen"
"Niels Bornholm"
"Solveig Gaarde Schmidt"
"Agnes Lill"
"Einar Sanden"
"José Benito Amado Boullosa"
"Manuel Coia"
"Q12631162"
"John Williams"
"Q12636830"
"Jan Rasmussen Sande"
"Q12755026"
"Gregor Cotič"
"Q12873667"
"Q12875024"
"Q12875068"
"Q12875357"
"Q12876021"
"Q12878294"
"Q12880342"
"Q12881835"
"Simon B. Jones"
"Pavel Pavlov"
"John Hart"
"Francis C. Hammond"
"Ugolino de Vivaldo"
"Yefrem Gamankov"
"Q15091007"
"Santiago Durán y Lira"
"Yevgeny Kun"
"Jarl Andstén"
"Bertel Juslén"
"Vladimir Yelevich"
"Richard Ohlrogge"
"Richard Vahsel"
"Galeazzo Sommi Picenardi"
"Ramón Auñón y Villalón"
"Boris Sederholm"
"Kenneth W. Durant"
"Stanley F. Kline"
"Joseph R. Odum"
"George Washington Bright"
"George Symons"
"André du Pon"
"Hans Lüdemann"
"John Purnell Chatham"
"Q16061930"
"Frank Elmer Smith"
"Denis O'Neil"
"Walter Haverhaels"
"Daniel Escalante"
"Esteban Gerard"
"Vegard Arnhoff"
"John Alden"
"Elias R. Blindheim"
"David Kelly"
"Josep Caro i Sureda"
"Henny Vegter"
"Huub Lambriex"
"Jos Schrier"
"Mark Drontmann"
"James Boucher"
"Joseph Pitts"
"Petronella de Jong"
"Dirk de Ridder"
"Q16214716"
"Yugo Yoshida"
"Charles Claden"
"Q16328032"
"Q16331258"
"Q16331260"
"Q16331349"
"Q16331836"
"Q16406797"
"Oddur Gíslason"
"Emilio Bravo"
"Georgios Kanaris"
"Albert Michelet"
"Antonio de la Guerra"
"Clemente Fuentealba Caamaño"
"Harry Wyndham Jefferson"
"Francisco Javier Rovira"
"Guillermo García y García"
"Q16583530"
"Juan Noel"
"Tadeusz Olechnowicz"
"Nicolás Portal"
"Nikolai Sikorsky"
"Letot"
"William Robert Martin"
"Ambrosio Santos"
"José Maria Ferreira Araújo"
"Carlos Bondy"
"Decio Oyague"
"José Mariano Abizanda"
"Ingolf Johannesen"
"Q17098051"
"Björn Asbrandsson"
"Lecointre"
"Grenaldo de Jesus da Silva"
"Juan de la Cruz y Bernardotte"
"Harry Rosenberg"
"Alexander Cannelin"
"Edson Neves Quaresma"
"Jan Kosina"
"William Warwick"
"Michael Banks"
"William Ibbett"
"Esprit Le Mat"
"Charles Baldwin"
"Leopoldo Odger Flores"
"Paul Imbert"
"Eliel Mickelsson"
"Varsha Gautham"
"Pietro Venuti"
"Luis J. Cornés"
"Søren Dulong Andreasen"
"John Goldsborough"
"Joseph Weld"
"John Borough"
"Peter Carder"
"Joseph-François-Gabriel Hennequin"
"Edward Cooke"
"John Davis"
"Edward Hopson"
"Tobias Gentleman"
"James S.C. Chao"
"Edward Pelham"
"George Roberts"
"Mary Anne Arnold"
"David Middleton"
"Edward Nichols"
"Miles Philips"
"Murray Hill"
"Francesco Acton"
"John Turnbull"
"Thomas Sutcliffe"
"Joseph Gilbert"
"Biuku Gasa"
"Svend Høgda"
"Pedro Cisneros"
"Charles Harrison"
"Marcantonio De Beaumont-Bonelli"
"Antonio Saavedra"
"Miguel Bosch"
"İlyas Reis"
"Warren Luhrs"
"Henri Fivaz"
"Sándor Sebők"
"Nicolás Colman"
"Anna Jans"
"Maeyken Blomme"
"Kārlis Klāsens"
"Thomas Currie"
"Robert Watson"
"Q19917937"
"Juan Akurio"
"Frédéric Postel"
"Perry Opsal"
"Carlo Marenco di Moriondo"
"Carlos Rotalde"
"Mariano Rodríguez Dios"
"Ánxel Vila"
"John Morris"
"John Edward Winblad"
"Llewellin Penrose"
"Abd al-Rahman ibn Muhammad ibn Rumahis"
"Muhammad ibn Rumahis"
"Mario Fincati"
"Hubert Marcoux"
"César Bielich"
"Ivor MacGillivray"
"Q21098944"
"Josep Ricart i Giralt"
"Ludwig Müller"
"Jens Peter Skov Jensen"
"Charles Henri de La Pasture"
"Keith White"
"Richard Etheridge"
"Park Gil-Cheol"
"Roberto Briche"
"Mick Doleman"
"Auguste Duhaut-Cilly"
"Antonio Doral"
"Ambrosio Ristori de la Cuadra"
"Achille Amet"
"Auguste Bérard"
"Louis-Joseph Brossollet"
"Léon Chambeyron"
"Evald Hansen"
"Eugène du Bouzet"
"Jules Dudoit"
"Erin Rafuse"
"Brenda Bowskill"
"Henri Jouan"
"René de Kerret"
"Tom Ramshaw"
"Bernardino Varela do Campo"
"Guillaume Lesquin"
"Guillaume Morvan"
"Eldon Hanan"
"Wallace Quirey"
"D.A. Brown"
"Richard Livesey"
"Ervin Maske"
"Félix Randon de Grolier"
"Emmanuel Pinard"
"Emilio Díaz Seminario"
"José Sartorio"
"Gonzalo Gómez de Espinosa"
"Maia Agerup"
"Ragna Agerup"
"Q25494249"
"Q25535876"
"Jacob Saunders"
"Graeme Saunders"
"Gemma Jones"
"Luis de Mendoza"
"Gaspar de Quesada"
"Thure Floding"
"Haydar Reis Nigari"
"Nicola Groves"
"Vittorio Bissaro"
"Silvia Sicouri"
"Michael Hansen"
"Natthaphong Phonoppharat"
"Kamolwan Chanyim"
"Ashley Stoddart"
"Ernst Schneider"
"Byron Drury"
"Eldad Ronen"
"Tjark Evers"
"Miho Yoshioka"
"Francisco de Segurola y Olidén"
"Q27943389"
"Ernest Patrick Marke"
"John Nunn"
"João Pereira de Sousa"
"Rosendo Melo"
"Vasily Lovtsov"
"George Townley Fullam"
"Stacie Louttit"
"R. Radley"
"Carlos Íñigo"
"Enrique Pardiñas"
"Ralph Abercrombie"
"Joseph de Beynac"
"John Richardson"
"Lespèce"
"Gustav Gerneth"
"Q29471196"
"Digby Taylor"
"William Barron"
"Dimitrios Antoniou"
"Enrique Moreno Plaza"
"Q31189735"
"Q31190117"
"Shannon Falcone"
"Thanasis Varinos"
"Grégory Pol"
"Mikel Usatorre"
"José Espinosa y Tello"
"Benjamin Hoskins Paddock"
"Juan Francisco Aguirre"
"Ross Field"
"Uno Svärd"
"Fred Ogden"
"Williams Weems"
"James Robertson"
"Andrew Burnside"
"James Cassillis"
"Thomas Knowes"
"Robert Mitchell"
"James Gardener"
"John Thornbrow"
"Alexander Crowlie"
"David Clerk"
"Jerome Chalmer"
"Robert Rousset"
"John Earl Borland"
"Q46995971"
"Q47012126"
"Louis Désiré Léon Brault"
"Ángel Pardo Puzo"
"Menteş Gündüz"
"Q47453332"
"Vinny Lauwers"
"Konstantin Yemelyanov"
"Q47519426"
"Trevor Huggard"
"Dagmund Moldestad"
"Q49100704"
"Roger Brias"
"Lia Ditton"
"Kara Mürsel Bey"
"Manuel de Mendívil"
"Reinhold Walker"
"Kenneth Pugh"
"Daniel Ferrara"
"Daniel Danielsen Trosner"
"Stamatis Georgiadis"
"Émile Daniel"
"Q52784527"
"Damon Adams"
"William Low"
"Bruce Hambour"
"Federico Montaldo y Peró"
"Q55106755"
"Richard Townsend"
"John Robertson"
"Girolamo, detto Canaletto Canal"
"Eugenio Fabi"
"Carlo Burattini"
"Karl Hewel"
"George Prescott Overton"
"Donald Arthur Abel"
"João Pereira Corte-Real"
"Q56071266"
"Q56173151"
"Hein Ross"
"Q56390218"
"Sweta Shervegar"
"Q56403465"
"Harshita Tomar"
"Georges Bergoin"
"John Lane"
"Q56810954"
"Q56810964"
"Charles Gleig"
"Víctor Henríquez Garat"
"Bernd Dehmel"
"Franz Josef Anton von Pirkershausen"
"Justan K. Williams"
"Q58466671"
"Adrian Wotton"
"Antonio Bermúdez Leivas"
"Q59310637"
"Silas Thomson Hood"
"Edgar Hansen"
"Jehan Mousnier"
"Q61137245"
"Jože Krajc"
"Martin Grant Berthold"
"Livio Jakomin"
"James D. Saules"
"Christian Cottet"
"Grant Wharington"
"Alfred Nicholson"
"Jenő Bánó"
"Dionysios Efmorfopoulos"
"John Charles Asplund"
"Kőszegi-Farkas István"
"Gérard Pradal"
"Q62060563"
"Vincent Paul-Petit"
"Paul-Jean Emanuelli"
"John Karageorgis"
"Divo Fernandes D’Oliveira"
"José Gomes Teixeira"
"Yohann Nédélec"
"Francisco Javier Matías Aguirre y Ortés de Velasco"
"Joseph Ranger"
"Frederick Ludvig Rymker"
"Louis P. Noros"
"Willem Spruit"
"Q63763445"
"Israel Auerbach"
"Q64224608"
"Q64423609"
"Ilias Thermisiotis"
"John Denison"
"Brittany Catanzaro"
"Orlanei Amaral Santana"
"George Bayly"
"José Agustín Canellas y Farreras"
"Q65567327"
"Q65582414"
"Q65588181"
"Eugène Kérivel"
"Takei Kanzaburō"
"C. M. Newell"
"Jože Mušič"
"William C. Hart"
"Erland Erlandson"
"Julià Amich i Bert"
"Robert Leggatt"
"Cristóbal Rabelo"
"Q66817234"
"Charles Austin Mendell Taber"
"Q67080492"
"José Bonnet Casciaro"
"Q67456169"
"Leo Mitin"
"Francisco de Beránger"
"Paul Clemens Julius Westphal"
"Francisco Tacón y Rosique"
"Emmet Ryan"
"Q72113138"
"Q72815928"
"Bernardo José Alonso López y Nobal"
"William Williams"
"Ramón Serrano Montaner"
"Q77292499"
"Paul Rivet"
"Q80094092"
"René-Auguste de Chateaubriand"
"Robert Juet"
"William James Erskine"
